month,year,month_num,region,category,segment,revenue,total_orders,total_units,pcogs,pcogs_pct,ops,total_discount_given,avg_discount_pct,total_profit,total_sales,profit_margin_pct,conversion_rate,successful_orders
2015-02,2015,2,Central,Furniture,Consumer,191.58,2,6.0,217.41,113.48,239.46,47.89,20.0,22.05,239.46,9.21,50.0,1
2015-02,2015,2,Central,Office Supplies,Consumer,640.78,4,20.0,895.88,139.81,792.21,151.43,32.5,-103.67,792.21,-13.09,75.0,3
2015-02,2015,2,Central,Office Supplies,Corporate,85.67,3,17.0,99.21,115.8,109.84,24.18,32.5,10.64,109.84,9.69,100.0,3
2015-02,2015,2,Central,Technology,Consumer,1189.67,4,23.0,1338.23,112.49,1433.36,243.68,20.0,95.13,1433.36,6.64,100.0,4
2015-02,2015,2,Central,Technology,Corporate,991.54,2,12.0,701.83,70.78,995.7,4.16,5.0,293.87,995.7,29.51,100.0,2
2015-02,2015,2,East,Office Supplies,Consumer,74.52,1,9.0,39.5,53.01,74.52,0.0,0.0,35.02,74.52,47.0,100.0,1
2015-02,2015,2,East,Office Supplies,Corporate,41.16,2,9.0,23.48,57.05,41.16,0.0,0.0,17.68,41.16,42.95,100.0,2
2015-02,2015,2,East,Technology,Consumer,94.78,2,4.0,161.97,170.89,137.97,43.19,20.0,-24.0,137.97,-17.39,50.0,1
2015-02,2015,2,South,Furniture,Consumer,441.01,1,10.0,535.7,121.47,551.26,110.25,20.0,15.57,551.26,2.82,100.0,1
2015-02,2015,2,South,Furniture,Corporate,427.53,2,8.0,597.88,139.85,584.8,157.26,20.0,-13.08,584.8,-2.24,50.0,1
2015-02,2015,2,South,Office Supplies,Consumer,124.55,1,10.0,66.02,53.01,124.55,0.0,0.0,58.54,124.55,47.0,100.0,1
2015-02,2015,2,South,Office Supplies,Home Office,114.96,2,12.0,85.97,74.78,117.14,2.18,6.67,31.17,117.14,26.61,100.0,2
2015-02,2015,2,South,Technology,Corporate,105.98,1,2.0,104.92,99.0,105.98,0.0,0.0,1.06,105.98,1.0,100.0,1
2015-02,2015,2,West,Furniture,Consumer,1581.14,2,15.0,1221.27,77.24,1581.14,0.0,0.0,359.86,1581.14,22.76,100.0,2
2015-02,2015,2,West,Furniture,Corporate,153.23,2,6.0,167.21,109.12,177.7,24.47,30.0,10.49,177.7,5.9,50.0,1
2015-02,2015,2,West,Office Supplies,Consumer,3542.66,7,50.0,1980.8,55.91,3558.58,15.93,4.62,1577.78,3558.58,44.34,100.0,7
2015-02,2015,2,West,Office Supplies,Corporate,542.06,4,22.0,363.12,66.99,550.08,8.02,3.33,186.95,550.08,33.99,100.0,4
2015-02,2015,2,West,Technology,Consumer,775.96,2,4.0,537.17,69.23,775.96,0.0,0.0,238.79,775.96,30.77,100.0,2
2015-03,2015,3,Central,Furniture,Consumer,1768.75,3,21.0,1394.97,78.87,1771.58,2.83,12.0,376.62,1771.58,21.26,66.67,2
2015-03,2015,3,Central,Furniture,Corporate,927.0,2,8.0,1340.45,144.6,1319.96,392.96,16.0,-20.48,1319.96,-1.55,50.0,1
2015-03,2015,3,Central,Furniture,Home Office,251.34,1,3.0,394.96,157.14,359.06,107.72,30.0,-35.91,359.06,-10.0,0.0,0
2015-03,2015,3,Central,Office Supplies,Consumer,1239.74,7,48.0,1605.51,129.5,1473.76,234.01,31.67,-131.75,1473.76,-8.94,57.14,4
2015-03,2015,3,Central,Office Supplies,Corporate,598.55,9,44.0,383.22,64.02,629.87,31.32,8.89,246.64,629.87,39.16,100.0,9
2015-03,2015,3,Central,Office Supplies,Home Office,112.04,1,7.0,58.46,52.18,112.04,0.0,0.0,53.58,112.04,47.82,100.0,1
2015-03,2015,3,Central,Technology,Consumer,1196.27,4,16.0,950.6,79.46,1289.54,93.27,10.0,338.93,1289.54,26.28,100.0,4
2015-03,2015,3,Central,Technology,Corporate,2039.74,5,21.0,2127.38,104.3,2468.21,428.47,13.33,340.83,2468.21,13.81,100.0,5
2015-03,2015,3,East,Furniture,Consumer,607.22,2,9.0,466.75,76.87,607.22,0.0,0.0,140.47,607.22,23.13,100.0,2
2015-03,2015,3,East,Furniture,Corporate,55.85,2,8.0,63.98,114.56,69.28,13.43,30.0,5.3,69.28,7.65,50.0,1
2015-03,2015,3,East,Furniture,Home Office,1316.59,2,16.0,1524.94,115.82,1609.64,293.05,16.67,84.7,1609.64,5.26,50.0,1
2015-03,2015,3,East,Office Supplies,Consumer,1377.79,13,80.0,1301.17,94.44,1667.41,289.6,15.5,366.24,1667.41,21.96,92.31,12
2015-03,2015,3,East,Office Supplies,Corporate,1536.04,2,8.0,1070.05,69.66,1555.72,19.68,6.67,485.66,1555.72,31.22,100.0,2
2015-03,2015,3,East,Office Supplies,Home Office,17.52,1,3.0,11.21,63.98,17.52,0.0,0.0,6.31,17.52,36.0,100.0,1
2015-03,2015,3,East,Technology,Consumer,934.95,3,7.0,783.26,83.78,1168.68,233.74,20.0,385.42,1168.68,32.98,100.0,3
2015-03,2015,3,East,Technology,Corporate,3149.93,1,7.0,1669.46,53.0,3149.93,0.0,0.0,1480.47,3149.93,47.0,100.0,1
2015-03,2015,3,East,Technology,Home Office,362.86,1,3.0,413.89,114.06,453.58,90.72,20.0,39.69,453.58,8.75,100.0,1
2015-03,2015,3,South,Furniture,Consumer,487.21,2,9.0,421.88,86.59,525.57,38.36,5.0,103.68,525.57,19.73,100.0,2
2015-03,2015,3,South,Furniture,Corporate,244.21,2,7.0,351.03,143.74,317.69,73.48,23.33,-33.34,317.69,-10.49,0.0,0
2015-03,2015,3,South,Furniture,Home Office,933.54,1,5.0,1035.64,110.94,1166.92,233.38,20.0,131.28,1166.92,11.25,100.0,1
2015-03,2015,3,South,Office Supplies,Consumer,7199.27,8,46.0,3900.18,54.17,7208.96,9.69,10.77,3308.78,7208.96,45.9,100.0,8
2015-03,2015,3,South,Office Supplies,Corporate,2148.19,4,32.0,1676.25,78.03,2375.74,227.56,5.0,699.49,2375.74,29.44,100.0,4
2015-03,2015,3,South,Technology,Corporate,212.77,2,4.0,160.78,75.57,215.96,3.2,10.0,55.19,215.96,25.56,100.0,2
2015-03,2015,3,West,Furniture,Consumer,862.97,2,5.0,759.17,87.97,895.3,32.33,15.0,136.13,895.3,15.2,50.0,1
2015-03,2015,3,West,Furniture,Corporate,3466.64,3,16.0,2839.83,81.92,3474.1,7.46,10.0,634.28,3474.1,18.26,100.0,3
2015-03,2015,3,West,Furniture,Home Office,260.76,1,4.0,451.14,173.01,383.47,122.71,32.0,-67.67,383.47,-17.65,0.0,0
2015-03,2015,3,West,Office Supplies,Consumer,602.39,5,27.0,323.91,53.77,604.73,2.34,6.67,280.83,604.73,46.44,100.0,5
2015-03,2015,3,West,Office Supplies,Corporate,66.57,5,13.0,51.38,77.18,71.5,4.93,22.0,20.13,71.5,28.16,80.0,4
2015-03,2015,3,West,Office Supplies,Home Office,152.19,2,6.0,93.36,61.34,165.3,13.12,6.67,71.94,165.3,43.52,100.0,2
2015-03,2015,3,West,Technology,Consumer,202.95,3,5.0,173.31,85.4,206.14,3.2,6.67,32.83,206.14,15.93,100.0,3
2015-03,2015,3,West,Technology,Corporate,457.02,5,21.0,711.48,155.68,684.07,227.04,20.0,-27.41,684.07,-4.01,80.0,4
2015-03,2015,3,West,Technology,Home Office,707.82,1,6.0,484.58,68.46,707.82,0.0,0.0,223.25,707.82,31.54,100.0,1
2015-04,2015,4,Central,Furniture,Consumer,1870.85,4,12.0,1609.19,86.01,1957.04,86.18,7.5,347.84,1957.04,17.77,75.0,3
2015-04,2015,4,Central,Furniture,Corporate,88.83,2,5.0,79.39,89.37,101.62,12.79,10.0,22.22,101.62,21.87,100.0,2
2015-04,2015,4,Central,Furniture,Home Office,149.18,1,5.0,228.34,153.06,213.12,63.93,30.0,-15.22,213.12,-7.14,0.0,0
2015-04,2015,4,Central,Office Supplies,Consumer,1213.71,12,74.0,1192.45,98.25,1349.06,135.36,23.33,156.6,1349.06,11.61,91.67,11
2015-04,2015,4,Central,Office Supplies,Corporate,220.56,4,13.0,156.48,70.95,233.19,12.64,8.0,76.71,233.19,32.89,100.0,4
2015-04,2015,4,Central,Office Supplies,Home Office,197.45,2,10.0,152.68,77.33,197.45,0.0,0.0,44.77,197.45,22.68,100.0,2
2015-04,2015,4,Central,Technology,Consumer,2617.25,6,31.0,1635.86,62.5,2656.36,39.11,10.0,1020.5,2656.36,38.42,100.0,6
2015-04,2015,4,Central,Technology,Corporate,472.28,3,10.0,530.23,112.27,590.35,118.07,20.0,60.12,590.35,10.18,100.0,3
2015-04,2015,4,East,Furniture,Consumer,1913.37,2,18.0,1731.52,90.5,1961.69,48.31,6.67,230.17,1961.69,11.73,50.0,1
2015-04,2015,4,East,Furniture,Corporate,635.06,2,7.0,374.62,58.99,652.07,17.01,15.0,277.44,652.07,42.55,50.0,1
2015-04,2015,4,East,Furniture,Home Office,728.4,2,12.0,1270.3,174.4,1015.57,287.17,22.5,-254.73,1015.57,-25.08,100.0,2
2015-04,2015,4,East,Office Supplies,Consumer,900.13,9,45.0,618.23,68.68,919.62,19.5,3.64,301.39,919.62,32.77,100.0,9
2015-04,2015,4,East,Office Supplies,Corporate,182.28,4,35.0,281.0,154.16,258.29,76.0,30.83,-22.72,258.29,-8.8,100.0,4
2015-04,2015,4,East,Office Supplies,Home Office,5613.51,5,39.0,3735.5,66.54,5791.74,178.24,16.36,2056.25,5791.74,35.5,100.0,5
2015-04,2015,4,East,Technology,Consumer,3240.3,9,34.0,2759.73,85.17,3796.3,556.0,10.91,1036.58,3796.3,27.3,100.0,9
2015-04,2015,4,East,Technology,Corporate,666.56,3,14.0,701.99,105.32,790.91,124.34,20.0,88.92,790.91,11.24,66.67,2
2015-04,2015,4,East,Technology,Home Office,34.1,1,7.0,69.86,204.87,56.84,22.74,40.0,-13.01,56.84,-22.9,0.0,0
2015-04,2015,4,South,Furniture,Consumer,743.18,1,10.0,1042.16,140.23,928.98,185.8,20.0,-113.18,928.98,-12.18,100.0,1
2015-04,2015,4,South,Furniture,Corporate,828.77,2,5.0,927.92,111.96,1019.99,191.22,15.0,92.06,1019.99,9.03,100.0,2
2015-04,2015,4,South,Office Supplies,Consumer,212.03,3,7.0,208.18,98.18,236.18,24.15,13.33,28.0,236.18,11.86,66.67,2
2015-04,2015,4,South,Office Supplies,Corporate,57.4,2,5.0,282.0,491.29,170.37,112.97,45.0,-111.63,170.37,-65.52,50.0,1
2015-04,2015,4,South,Office Supplies,Home Office,108.25,2,16.0,102.62,94.8,135.32,27.06,20.0,32.7,135.32,24.16,100.0,2
2015-04,2015,4,South,Technology,Consumer,106.5,1,6.0,64.96,61.0,106.5,0.0,0.0,41.54,106.5,39.0,100.0,1
2015-04,2015,4,West,Furniture,Consumer,1912.6,6,22.0,2835.85,148.27,2560.46,647.88,25.0,-275.39,2560.46,-10.76,16.67,1
2015-04,2015,4,West,Furniture,Corporate,65.18,1,11.0,37.75,57.92,65.18,0.0,0.0,27.43,65.18,42.08,100.0,1
2015-04,2015,4,West,Office Supplies,Consumer,2490.84,10,43.0,4287.24,172.12,3200.04,709.19,24.62,-1087.19,3200.04,-33.97,70.0,7
2015-04,2015,4,West,Office Supplies,Corporate,19.47,3,7.0,35.67,183.2,29.58,10.11,33.33,-6.09,29.58,-20.59,66.67,2
2015-04,2015,4,West,Office Supplies,Home Office,35.38,2,4.0,29.16,82.42,37.73,2.35,10.0,8.56,37.73,22.7,100.0,2
2015-04,2015,4,West,Technology,Consumer,2263.42,5,26.0,2876.0,127.06,2954.19,690.77,16.67,78.18,2954.19,2.65,80.0,4
2015-04,2015,4,West,Technology,Corporate,209.5,1,10.0,150.84,72.0,209.5,0.0,0.0,58.66,209.5,28.0,100.0,1
2015-05,2015,5,Central,Furniture,Consumer,170.8,1,2.0,275.38,161.23,244.01,73.2,30.0,-31.37,244.01,-12.86,0.0,0
2015-05,2015,5,Central,Furniture,Corporate,17.2,2,9.0,36.5,212.21,30.57,13.37,30.0,-5.93,30.57,-19.41,50.0,1
2015-05,2015,5,Central,Furniture,Home Office,153.57,1,7.0,175.17,114.07,191.97,38.39,20.0,16.8,191.97,8.75,100.0,1
2015-05,2015,5,Central,Office Supplies,Consumer,1343.4,6,27.0,1214.1,90.38,1346.59,3.19,2.5,132.49,1346.59,9.84,100.0,6
2015-05,2015,5,Central,Office Supplies,Corporate,566.19,5,32.0,472.25,83.41,616.98,50.78,20.0,144.73,616.98,23.46,80.0,4
2015-05,2015,5,Central,Office Supplies,Home Office,119.22,3,16.0,359.31,301.38,200.37,81.14,30.0,-158.93,200.37,-79.32,100.0,3
2015-05,2015,5,Central,Technology,Corporate,237.39,2,5.0,249.25,105.0,296.74,59.35,20.0,47.49,296.74,16.0,100.0,2
2015-05,2015,5,East,Furniture,Consumer,130.51,1,4.0,142.74,109.37,163.14,32.63,20.0,20.39,163.14,12.5,100.0,1
2015-05,2015,5,East,Furniture,Corporate,47.42,2,4.0,127.37,268.6,78.36,30.94,30.0,-49.01,78.36,-62.54,50.0,1
2015-05,2015,5,East,Furniture,Home Office,112.26,3,18.0,78.71,70.11,112.26,0.0,0.0,33.55,112.26,29.88,100.0,3
2015-05,2015,5,East,Office Supplies,Consumer,1686.87,7,49.0,1216.71,72.13,1728.56,41.69,9.29,511.85,1728.56,29.61,85.71,6
2015-05,2015,5,East,Office Supplies,Corporate,162.16,2,15.0,142.13,87.65,200.9,38.73,30.0,58.76,200.9,29.25,100.0,2
2015-05,2015,5,East,Office Supplies,Home Office,1408.34,5,44.0,1171.25,83.17,1621.98,213.66,22.5,450.73,1621.98,27.79,100.0,5
2015-05,2015,5,East,Technology,Consumer,3414.05,3,20.0,3751.57,109.89,4163.86,749.81,8.0,412.28,4163.86,9.9,100.0,3
2015-05,2015,5,East,Technology,Corporate,757.08,1,7.0,828.05,109.37,946.34,189.27,20.0,118.29,946.34,12.5,100.0,1
2015-05,2015,5,East,Technology,Home Office,204.77,1,4.0,223.97,109.38,255.97,51.19,20.0,32.0,255.97,12.5,100.0,1
2015-05,2015,5,South,Furniture,Corporate,1218.98,2,19.0,1308.32,107.33,1461.14,242.15,15.0,152.83,1461.14,10.46,100.0,2
2015-05,2015,5,South,Furniture,Home Office,665.88,1,6.0,559.34,84.0,665.88,0.0,0.0,106.54,665.88,16.0,100.0,1
2015-05,2015,5,South,Office Supplies,Consumer,54.34,3,20.0,104.58,192.45,73.88,19.53,25.0,-30.7,73.88,-41.55,66.67,2
2015-05,2015,5,South,Office Supplies,Corporate,197.55,2,5.0,104.49,52.89,197.55,0.0,0.0,93.07,197.55,47.11,100.0,2
2015-05,2015,5,West,Furniture,Consumer,5482.29,9,47.0,5272.74,96.18,6005.45,523.17,17.27,732.71,6005.45,12.2,55.56,5
2015-05,2015,5,West,Furniture,Corporate,306.03,2,10.0,498.09,162.76,422.18,116.14,23.33,-75.92,422.18,-17.98,50.0,1
2015-05,2015,5,West,Office Supplies,Consumer,2039.83,13,97.0,2005.09,98.3,2341.31,301.47,16.96,336.23,2341.31,14.36,92.31,12
2015-05,2015,5,West,Office Supplies,Corporate,509.96,7,43.0,456.96,89.61,578.77,68.8,17.0,121.82,578.77,21.05,85.71,6
2015-05,2015,5,West,Office Supplies,Home Office,166.81,3,14.0,135.28,81.1,206.85,40.04,16.0,71.56,206.85,34.6,100.0,3
2015-05,2015,5,West,Technology,Consumer,3913.59,8,31.0,3562.56,91.03,4812.39,898.8,17.5,1249.84,4812.39,25.97,62.5,5
2015-05,2015,5,West,Technology,Corporate,500.33,2,7.0,553.18,110.56,625.42,125.08,20.0,72.24,625.42,11.55,100.0,2
2015-05,2015,5,West,Technology,Home Office,464.23,3,13.0,438.76,94.51,542.29,78.07,13.33,103.53,542.29,19.09,100.0,3
2015-06,2015,6,Central,Furniture,Consumer,537.79,2,8.0,400.52,74.48,537.79,0.0,0.0,137.26,537.79,25.52,100.0,2
2015-06,2015,6,Central,Furniture,Corporate,1452.59,2,12.0,1934.79,133.2,1815.73,363.15,20.0,-119.06,1815.73,-6.56,100.0,2
2015-06,2015,6,Central,Furniture,Home Office,40.86,1,6.0,45.96,112.48,51.07,10.21,20.0,5.11,51.07,10.0,100.0,1
2015-06,2015,6,Central,Office Supplies,Consumer,207.38,2,17.0,110.7,53.38,207.38,0.0,0.0,96.68,207.38,46.62,100.0,2
2015-06,2015,6,Central,Office Supplies,Corporate,1382.66,3,24.0,1758.93,127.21,1780.99,398.34,36.25,22.06,1780.99,1.24,100.0,3
2015-06,2015,6,Central,Technology,Consumer,95.72,2,4.0,82.58,86.27,119.65,23.93,20.0,37.06,119.65,30.98,50.0,1
2015-06,2015,6,Central,Technology,Corporate,241.57,2,4.0,251.49,104.11,291.48,49.92,10.0,40.0,291.48,13.72,100.0,2
2015-06,2015,6,Central,Technology,Home Office,269.98,1,2.0,197.09,73.0,269.98,0.0,0.0,72.89,269.98,27.0,100.0,1
2015-06,2015,6,East,Furniture,Consumer,324.13,5,8.0,415.0,128.04,407.81,83.68,16.0,-7.19,407.81,-1.76,80.0,4
2015-06,2015,6,East,Furniture,Corporate,407.46,3,16.0,1005.47,246.77,683.57,276.11,23.33,-321.9,683.57,-47.09,66.67,2
2015-06,2015,6,East,Furniture,Home Office,398.21,1,7.0,1322.07,332.0,796.42,398.21,50.0,-525.64,796.42,-66.0,0.0,0
2015-06,2015,6,East,Office Supplies,Consumer,283.57,6,32.0,710.96,250.72,413.41,129.84,14.0,-297.54,413.41,-71.97,83.33,5
2015-06,2015,6,East,Office Supplies,Corporate,780.81,3,32.0,814.75,104.35,945.93,165.12,23.75,131.18,945.93,13.87,100.0,3
2015-06,2015,6,East,Office Supplies,Home Office,454.99,6,34.0,310.58,68.26,483.9,28.9,16.67,173.31,483.9,35.82,100.0,6
2015-06,2015,6,East,Technology,Consumer,55.6,2,9.0,45.13,81.17,56.08,0.48,10.0,10.95,56.08,19.52,100.0,2
2015-06,2015,6,East,Technology,Corporate,75.0,1,3.0,57.0,76.0,75.0,0.0,0.0,18.0,75.0,24.0,100.0,1
2015-06,2015,6,South,Furniture,Consumer,30.15,1,9.0,96.11,318.77,75.38,45.23,60.0,-20.73,75.38,-27.5,0.0,0
2015-06,2015,6,South,Furniture,Corporate,257.64,1,6.0,157.16,61.0,257.64,0.0,0.0,100.48,257.64,39.0,100.0,1
2015-06,2015,6,South,Furniture,Home Office,35.28,1,3.0,23.28,65.99,35.28,0.0,0.0,12.0,35.28,34.0,100.0,1
2015-06,2015,6,South,Office Supplies,Consumer,1467.28,5,27.0,1046.16,71.3,1722.09,254.81,17.5,675.93,1722.09,39.25,100.0,5
2015-06,2015,6,South,Office Supplies,Corporate,117.74,3,33.0,92.33,78.42,130.77,13.03,16.67,38.44,130.77,29.4,100.0,3
2015-06,2015,6,South,Office Supplies,Home Office,345.04,6,25.0,386.87,112.12,418.52,73.47,20.0,31.64,418.52,7.56,83.33,5
2015-06,2015,6,South,Technology,Consumer,2518.58,4,17.0,2120.2,84.18,2785.27,266.69,8.57,665.08,2785.27,23.88,100.0,4
2015-06,2015,6,South,Technology,Corporate,1000.75,2,6.0,663.72,66.32,1025.95,25.2,10.0,362.23,1025.95,35.31,100.0,2
2015-06,2015,6,South,Technology,Home Office,67.98,1,2.0,53.02,77.99,67.98,0.0,0.0,14.96,67.98,22.0,100.0,1
2015-06,2015,6,West,Furniture,Consumer,752.72,4,19.0,743.24,98.74,833.72,80.99,8.0,90.48,833.72,10.85,100.0,4
2015-06,2015,6,West,Furniture,Corporate,1867.78,2,13.0,1928.59,103.26,2144.4,276.62,15.0,215.81,2144.4,10.06,100.0,2
2015-06,2015,6,West,Furniture,Home Office,60.29,1,5.0,54.64,90.63,75.36,15.07,20.0,20.72,75.36,27.5,100.0,1
2015-06,2015,6,West,Office Supplies,Consumer,3740.81,10,47.0,3153.8,84.31,4467.5,726.68,15.29,1313.7,4467.5,29.41,90.0,9
2015-06,2015,6,West,Office Supplies,Corporate,21.65,3,11.0,18.85,87.07,27.06,5.41,20.0,8.2,27.06,30.32,100.0,3
2015-06,2015,6,West,Office Supplies,Home Office,38.23,2,14.0,48.42,126.65,50.2,11.97,40.0,1.78,50.2,3.54,100.0,2
2015-06,2015,6,West,Technology,Consumer,1079.13,7,26.0,981.31,90.94,1198.42,119.29,14.29,217.11,1198.42,18.12,85.71,6
2015-06,2015,6,West,Technology,Corporate,180.46,1,3.0,203.02,112.5,225.58,45.12,20.0,22.56,225.58,10.0,100.0,1
2015-06,2015,6,West,Technology,Home Office,255.99,1,2.0,227.99,89.06,319.98,64.0,20.0,92.0,319.98,28.75,100.0,1
2015-07,2015,7,Central,Furniture,Consumer,1699.61,3,19.0,3046.11,179.22,2559.51,859.9,30.0,-486.59,2559.51,-19.01,0.0,0
2015-07,2015,7,Central,Office Supplies,Consumer,56.99,5,21.0,160.13,280.98,93.12,36.13,36.67,-67.02,93.12,-71.97,60.0,3
2015-07,2015,7,Central,Office Supplies,Corporate,125.03,1,14.0,94.22,75.36,131.48,6.46,13.33,37.26,131.48,28.34,100.0,1
2015-07,2015,7,Central,Office Supplies,Home Office,15.48,1,3.0,10.99,70.99,15.48,0.0,0.0,4.49,15.48,29.0,100.0,1
2015-07,2015,7,Central,Technology,Consumer,3451.65,4,18.0,2615.75,75.78,3607.15,155.51,10.0,991.41,3607.15,27.48,100.0,4
2015-07,2015,7,East,Furniture,Consumer,839.27,3,25.0,1061.3,126.46,1034.06,194.8,17.0,-27.25,1034.06,-2.64,66.67,2
2015-07,2015,7,East,Furniture,Corporate,1073.31,6,30.0,1243.74,115.88,1324.17,250.86,16.25,80.43,1324.17,6.07,83.33,5
2015-07,2015,7,East,Furniture,Home Office,279.8,2,4.0,185.78,66.4,279.8,0.0,0.0,94.02,279.8,33.6,100.0,2
2015-07,2015,7,East,Office Supplies,Consumer,968.73,5,73.0,627.74,64.8,993.02,24.29,11.76,365.26,993.02,36.78,80.0,4
2015-07,2015,7,East,Office Supplies,Corporate,886.95,5,21.0,629.78,71.01,903.01,16.06,12.0,273.21,903.01,30.26,100.0,5
2015-07,2015,7,East,Office Supplies,Home Office,237.15,3,19.0,138.6,58.44,237.15,0.0,0.0,98.56,237.15,41.56,100.0,3
2015-07,2015,7,East,Technology,Consumer,1486.0,4,14.0,1224.35,82.39,1600.95,114.95,15.0,376.59,1600.95,23.52,100.0,4
2015-07,2015,7,East,Technology,Corporate,1080.65,3,13.0,779.36,72.12,1080.65,0.0,0.0,301.29,1080.65,27.88,100.0,3
2015-07,2015,7,South,Furniture,Consumer,2830.5,5,31.0,3560.98,125.81,3577.09,746.59,30.0,16.11,3577.09,0.45,40.0,2
2015-07,2015,7,South,Furniture,Corporate,362.52,2,4.0,323.33,89.19,363.51,0.99,10.0,40.18,363.51,11.05,100.0,2
2015-07,2015,7,South,Furniture,Home Office,322.9,2,5.0,256.44,79.42,322.9,0.0,0.0,66.46,322.9,20.58,100.0,2
2015-07,2015,7,South,Office Supplies,Consumer,740.76,5,24.0,637.61,86.08,851.18,110.41,22.22,213.57,851.18,25.09,100.0,5
2015-07,2015,7,South,Office Supplies,Corporate,439.91,9,44.0,421.67,95.85,488.01,48.11,17.27,66.33,488.01,13.59,77.78,7
2015-07,2015,7,South,Office Supplies,Home Office,259.29,4,27.0,288.72,111.35,314.74,55.45,34.0,26.02,314.74,8.27,50.0,2
2015-07,2015,7,South,Technology,Consumer,1076.15,1,13.0,1225.3,113.86,1345.19,269.04,20.0,119.9,1345.19,8.91,100.0,1
2015-07,2015,7,South,Technology,Corporate,599.9,1,10.0,407.93,68.0,599.9,0.0,0.0,191.97,599.9,32.0,100.0,1
2015-07,2015,7,South,Technology,Home Office,279.86,1,14.0,215.49,77.0,279.86,0.0,0.0,64.37,279.86,23.0,100.0,1
2015-07,2015,7,West,Furniture,Consumer,1558.68,4,19.0,1901.81,122.01,1848.81,290.13,18.33,-53.0,1848.81,-2.87,100.0,4
2015-07,2015,7,West,Furniture,Corporate,1766.95,2,19.0,2303.14,130.35,2208.7,441.74,20.0,-94.44,2208.7,-4.28,100.0,2
2015-07,2015,7,West,Furniture,Home Office,155.88,1,6.0,116.91,75.0,155.88,0.0,0.0,38.97,155.88,25.0,100.0,1
2015-07,2015,7,West,Office Supplies,Consumer,565.93,10,36.0,571.14,100.92,655.71,89.8,21.54,84.57,655.71,12.9,80.0,8
2015-07,2015,7,West,Office Supplies,Corporate,14.14,2,6.0,15.46,109.34,18.04,3.9,30.0,2.59,18.04,14.33,100.0,2
2015-07,2015,7,West,Office Supplies,Home Office,19.0,1,5.0,10.07,53.0,19.0,0.0,0.0,8.93,19.0,47.0,100.0,1
2015-07,2015,7,West,Technology,Consumer,1721.58,5,19.0,1336.92,77.66,1783.02,61.43,4.0,446.09,1783.02,25.02,100.0,5
2015-07,2015,7,West,Technology,Corporate,59.39,1,1.0,65.89,110.94,74.24,14.85,20.0,8.35,74.24,11.25,100.0,1
2015-08,2015,8,Central,Furniture,Consumer,231.25,3,15.0,258.53,111.8,277.0,45.75,35.0,18.48,277.0,6.67,66.67,2
2015-08,2015,8,Central,Furniture,Corporate,1120.89,2,11.0,1037.41,92.55,1208.85,87.96,7.5,171.43,1208.85,14.18,100.0,2
2015-08,2015,8,Central,Furniture,Home Office,110.98,1,1.0,95.44,86.0,110.98,0.0,0.0,15.54,110.98,14.0,100.0,1
2015-08,2015,8,Central,Office Supplies,Consumer,833.79,5,28.0,503.09,60.34,839.61,5.82,12.0,336.52,839.61,40.08,80.0,4
2015-08,2015,8,Central,Office Supplies,Corporate,257.95,6,21.0,215.27,83.45,264.06,6.1,5.71,48.79,264.06,18.48,100.0,6
2015-08,2015,8,Central,Office Supplies,Home Office,99.38,4,13.0,57.34,57.7,100.4,1.02,3.33,43.07,100.4,42.89,100.0,4
2015-08,2015,8,Central,Technology,Home Office,713.33,3,16.0,543.89,76.25,713.33,0.0,0.0,169.44,713.33,23.75,100.0,3
2015-08,2015,8,East,Furniture,Consumer,940.39,3,12.0,1339.18,142.41,1262.17,321.79,11.25,-77.01,1262.17,-6.1,66.67,2
2015-08,2015,8,East,Furniture,Corporate,209.38,2,8.0,280.55,133.99,269.11,59.73,40.0,-11.44,269.11,-4.25,0.0,0
2015-08,2015,8,East,Furniture,Home Office,435.21,1,3.0,503.21,115.62,544.01,108.8,20.0,40.8,544.01,7.5,100.0,1
2015-08,2015,8,East,Office Supplies,Consumer,3558.75,10,102.0,3564.89,100.17,4030.7,471.94,21.0,465.82,4030.7,11.56,100.0,10
2015-08,2015,8,East,Office Supplies,Corporate,63.95,2,21.0,91.17,142.56,85.02,21.06,42.86,-6.16,85.02,-7.24,50.0,1
2015-08,2015,8,East,Office Supplies,Home Office,120.23,3,15.0,73.16,60.85,128.25,8.02,8.0,55.09,128.25,42.96,100.0,3
2015-08,2015,8,East,Technology,Consumer,6422.11,6,41.0,5246.45,81.69,7090.66,668.55,14.0,1844.2,7090.66,26.01,83.33,5
2015-08,2015,8,East,Technology,Corporate,2576.79,2,12.0,2594.01,100.67,3350.93,774.14,26.67,756.91,3350.93,22.59,50.0,1
2015-08,2015,8,East,Technology,Home Office,444.77,1,5.0,514.26,115.62,555.96,111.19,20.0,41.7,555.96,7.5,100.0,1
2015-08,2015,8,South,Furniture,Consumer,671.49,4,24.0,1246.93,185.7,972.6,301.1,18.33,-274.33,972.6,-28.21,75.0,3
2015-08,2015,8,South,Office Supplies,Consumer,1204.48,3,17.0,902.14,74.9,1449.43,244.94,6.67,547.29,1449.43,37.76,100.0,3
2015-08,2015,8,South,Office Supplies,Corporate,470.36,1,11.0,348.07,74.0,470.36,0.0,0.0,122.29,470.36,26.0,100.0,1
